sequence	16S_rRNA_Count	metadata_NSTI
SV_399_Oceanospirillales	1	0.015959
SV_39_Flavobacteriales	3	0.019486
SV_3_Alteromonadales	4	0.023403
SV_400_SAR11_clade	1	0.014683000000000002
SV_401_Flavobacteriales	1	0.40624899999999997
SV_402_Oceanospirillales	2	0.076417
SV_403_SAR11_clade	1	0.029838
SV_404_Planctomycetales	1	0.052842999999999994
SV_405_Flavobacteriales	1	0.467732
SV_406_Vibrionales	1	0.047529
SV_407_Legionellales	1	0.547746
SV_408_Flavobacteriales	1	0.22061399999999998
SV_409_Flavobacteriales	1	0.21923499999999999
SV_40_Rhodobacterales	1	0.0075379999999999996
SV_410_Rhodobacterales	1	0.329285
SV_411_Alteromonadales	1	0.016972
SV_412_NA	1	0.022382
SV_413_Oceanospirillales	1	0.6057359999999999
SV_414_Flavobacteriales	1	0.545667
SV_415_Campylobacterales	4	0.088495
SV_416_Legionellales	1	0.173968
SV_417_Flavobacteriales	1	0.061749
SV_418_Flavobacteriales	1	0.008479
SV_419_Gammaproteobacteria_Incertae_Sedis	1	0.138829
SV_41_Alteromonadales	3	0.007895000000000001
SV_420_Alteromonadales	1	0.219412
SV_421_NA	1	0.976618
SV_422_Rhodobacterales	1	0.022899
SV_423_Rhodospirillales	1	0.32901199999999997
SV_424_Rhodobacterales	1	0.136562
SV_425_Rhodobacterales	1	0.047156
SV_426_Caulobacterales	1	0.030773000000000002
SV_427_Cellvibrionales	1	0.008101
SV_428_Flavobacteriales	1	0.16935999999999998
SV_429_SubsectionI	2	0.007764
SV_42_Rhodospirillales	1	0.00015
SV_430_Rhodobacterales	1	0.05329
SV_431_NA	1	0.365505
SV_432_Flavobacteriales	1	0.57047
SV_433_NA	2	0.5424439999999999
SV_434_Rhodospirillales	1	0.15775999999999998
SV_435_Flavobacteriales	1	0.379739
SV_436_NA	10	0.9878100000000001
SV_437_Flavobacteriales	2	0.190807
SV_438_Alteromonadales	2	0.091103
SV_439_Alteromonadales	1	0.085316
SV_43_Flavobacteriales	1	0.436775
SV_440_Alteromonadales	1	0.154089
SV_441_Gammaproteobacteria_Incertae_Sedis	1	0.25326
SV_442_Flavobacteriales	2	0.110274
SV_443_Rhodobacterales	1	0.00015
SV_444_Campylobacterales	4	0.078751
SV_445_Rhodobacterales	2	0.030682
SV_446_Oceanospirillales	2	0.188668
SV_447_NA	1	0.328671
SV_448_Acidimicrobiales	1	1.251092
SV_449_Flavobacteriales	1	0.462917
SV_44_Flavobacteriales	1	0.064372
SV_450_PeM15	1	0.318494
SV_451_Rhodobacterales	1	0.045737
SV_452_Legionellales	1	0.525944
SV_453_Legionellales	1	0.18911
SV_454_Flavobacteriales	1	0.182469
SV_455_Flavobacteriales	2	0.24288200000000001
SV_456_Flavobacteriales	1	0.24065599999999998
SV_457_SAR11_clade	1	0.035455
SV_458_Rhodobacterales	1	0.000101
SV_459_NA	1	0.14995999999999998
SV_45_Flavobacteriales	1	0.418799
SV_460_NA	1	2.139983
SV_461_Cellvibrionales	1	0.07132000000000001
SV_462_Flavobacteriales	1	0.447403
SV_463_Rhizobiales	1	0.000101
SV_464_Flavobacteriales	1	0.214615
SV_465_Sphingomonadales	1	0.085954
SV_466_Sphingobacteriales	2	0.48520399999999997
SV_467_Rickettsiales	1	0.553188
SV_468_Kordiimonadales	1	0.06894700000000001
SV_469_Flavobacteriales	1	0.23012399999999997
SV_46_Alteromonadales	5	0.007853
SV_470_Caulobacterales	1	0.029925
SV_471_SAR11_clade	1	0.10953099999999999
SV_472_Flavobacteriales	2	0.08613
SV_473_SubsectionI	2	0.00015
SV_474_SAR11_clade	1	0.037565
SV_475_Rhodospirillales	1	0.179748
SV_476_Rhodobacterales	1	0.015271000000000002
SV_477_Flavobacteriales	1	0.13856400000000002
SV_478_Flavobacteriales	1	0.149726
SV_479_Rhodospirillales	1	0.53888
SV_47_Alteromonadales	5	0.007921
SV_480_Flavobacteriales	1	0.023577
SV_481_Oceanospirillales	1	0.038781
SV_482_Oceanospirillales	1	0.617458
SV_483_Bdellovibrionales	1	0.45451099999999994
SV_484_Puniceicoccales	1	0.023191
SV_485_NA	1	1.060006
SV_486_Rhodobacterales	1	0.000101
SV_487_Rhodobacterales	1	0.095831
SV_488_Rhodobacterales	1	0.051809
SV_489_Rhodospirillales	1	0.007611
SV_48_Rhodobacterales	1	0.000101
SV_490_Flavobacteriales	1	0.310123
SV_491_Alphaproteobacteria_Incertae_Sedis	1	0.6379630000000001
SV_492_NA	10	7.2587399999999995
SV_493_Legionellales	1	0.23650500000000002
SV_494_Alteromonadales	4	0.014171000000000001
SV_495_Rhodobacterales	2	0.026550999999999998
SV_496_Flavobacteriales	2	0.190807
SV_497_Flavobacteriales	1	0.341571
SV_498_Rickettsiales	1	0.631889
SV_499_Sphingobacteriales	2	0.530412
SV_49_Flavobacteriales	1	0.44930299999999995
SV_4_Flavobacteriales	1	0.198567
SV_500_Vibrionales	1	0.008066
SV_501_Alteromonadales	1	0.210821
SV_502_NA	1	1.024632
SV_503_NA	10	27.547992999999998
SV_504_Legionellales	1	0.24446500000000002
SV_505_NA	10	31.11269
SV_506_Puniceicoccales	1	0.380358
SV_507_Flavobacteriales	2	0.190807
SV_508_Flavobacteriales	1	0.026585
SV_509_Rhodobacterales	1	0.00015
SV_50_SAR11_clade	1	0.00015
SV_510_Rhodospirillales	1	0.15775999999999998
SV_511_Rhodobacterales	1	0.09835
SV_512_NA	1	0.170228
SV_513_Xanthomonadales	1	0.007737999999999999
SV_514_Flavobacteriales	2	0.017881
SV_515_Rhodobacterales	1	0.087246
SV_516_Flavobacteriales	1	0.16225499999999998
SV_517_Rhodobacterales	1	0.023155000000000002
SV_518_Rhodobacterales	1	0.00015
SV_519_Flavobacteriales	1	0.189937
SV_51_Flavobacteriales	1	0.012274
SV_520_Rhodobacterales	1	0.030968
SV_521_Rhodobacterales	1	0.023393
SV_522_NA	1	0.108499
SV_523_NA	2	0.390998
SV_524_Rhodobacterales	1	0.038806
SV_525_Sphingobacteriales	1	0.602763
SV_526_Oceanospirillales	2	0.049699
SV_527_HTA4	1	0.369294
SV_528_Rhodobacterales	1	0.059007000000000004
SV_529_Thiotrichales	1	0.587635
SV_52_Rhodobacterales	2	0.023618
SV_530_Alphaproteobacteria_Incertae_Sedis	1	0.665218
SV_531_NA	1	2.789853
SV_532_Rhodospirillales	1	0.5237189999999999
SV_533_Thiotrichales	1	0.070517
SV_534_Rhodobacterales	1	0.053926
SV_535_Rhodobacterales	1	0.016027
SV_536_Rickettsiales	1	0.887344
SV_537_Oceanospirillales	1	0.027757999999999998
SV_538_Oceanospirillales	1	0.055269000000000006
SV_539_SAR11_clade	1	0.022843000000000002
SV_53_SAR11_clade	1	0.014939
SV_540_Rickettsiales	1	0.6620010000000001
SV_541_Caulobacterales	1	0.070461
SV_542_Caenarcaniphilales	1	0.052296
SV_543_Flavobacteriales	2	0.016198
SV_544_Flavobacteriales	2	0.230356
SV_545_Rhodobacterales	1	0.064661
SV_546_NA	1	1.526504
SV_547_Flavobacteriales	5	0.033797
SV_548_NA	1	0.620978
SV_549_Oceanospirillales	2	0.008013
SV_54_Flavobacteriales	1	0.197681
SV_550_Cellvibrionales	1	0.271372
SV_551_Acidimicrobiales	1	1.2156420000000001
SV_552_Rhodobacterales	1	0.02084
SV_553_Sphingomonadales	1	0.054024
SV_554_Legionellales	1	0.49196000000000006
SV_555_NA	1	0.816533
SV_556_Alphaproteobacteria_Incertae_Sedis	1	0.32862199999999997
SV_557_NA	1	0.371017
SV_558_Rhodobacterales	4	0.012277
SV_559_NA	10	6.831230000000001
SV_55_Alteromonadales	4	0.007726
SV_560_Rhodobacterales	1	0.031760000000000004
SV_561_Rhodobacterales	2	0.062383
SV_562_Flavobacteriales	1	0.023047
SV_563_Flavobacteriales	1	0.24699000000000002
SV_564_Flavobacteriales	1	0.00015
SV_565_Rhodobacterales	1	0.00015
SV_566_SAR324_clade	1	0.593366
SV_567_Planctomycetales	1	0.013025
SV_568_Burkholderiales	1	0.023475
SV_569_Flavobacteriales	1	0.479996
SV_56_Alteromonadales	4	0.073518
SV_570_Rhodobacterales	1	0.061435000000000003
SV_571_NA	1	1.1957149999999999
SV_572_Flavobacteriales	1	0.13908900000000002
SV_573_Flavobacteriales	2	0.129301
SV_574_Campylobacterales	4	0.071681
SV_575_Alphaproteobacteria_Incertae_Sedis	1	0.599346
SV_576_Rhodospirillales	1	0.117881
SV_577_NA	10	1.3951770000000001
SV_578_Rhodobacterales	1	0.123661
SV_579_Sphingomonadales	1	0.431278
SV_57_Cellvibrionales	1	0.023709
SV_580_Rhodobacterales	5	0.384329
SV_581_Rhodobacterales	1	0.071115
SV_582_Sphingomonadales	4	0.00015
SV_583_Oceanospirillales	1	0.223514
SV_584_Cytophagales	1	0.8504440000000001
SV_585_Cytophagales	1	0.610889
SV_586_Rhodobacterales	1	0.081953
SV_587_NA	1	0.419683
SV_588_NA	1	0.922175
SV_589_Rickettsiales	10	8.073711999999999
SV_58_Order_III	1	0.180455
SV_590_Rhodobacterales	1	0.073875
SV_591_Caenarcaniphilales	1	0.41962200000000005
SV_592_SAR11_clade	1	0.062304
SV_593_Rhodobacterales	1	0.10067000000000001
SV_594_NA	1	16.035467
SV_595_Rhodospirillales	1	0.25829
SV_596_Oligoflexales	1	0.921058
SV_597_Rhodobacterales	1	0.22284400000000001
SV_598_Rhodobacterales	1	0.023863
SV_599_Rhodobacterales	1	0.07638400000000001
SV_59_Flavobacteriales	1	0.29298
SV_5_Alteromonadales	2	0.074301
SV_600_Rhizobiales	1	0.000101
SV_601_Flavobacteriales	1	0.344762
SV_602_Sphingobacteriales	1	0.085385
SV_603_Rhodobacterales	1	0.053320000000000006
SV_604_Burkholderiales	1	0.041526
SV_605_NA	1	1.093739
SV_606_NA	1	0.11373699999999999
SV_607_Legionellales	1	0.427629
SV_608_Rhodobacterales	1	0.049451999999999996
SV_609_NA	10	5.679197
SV_60_Flavobacteriales	1	0.437374
SV_610_Rickettsiales	1	0.512029
SV_611_Oligoflexales	1	0.666529
SV_612_Rhodobacterales	1	0.054964
SV_613_NA	1	0.569122
SV_614_NA	10	25.111521
SV_615_Rhodobacterales	1	0.055576
SV_616_Rickettsiales	1	0.42618999999999996
SV_617_NA	1	0.588871
SV_618_NA	1	1.123423
SV_619_NA	2	0.39967800000000003
SV_61_Flavobacteriales	1	0.429012
SV_620_Rhodobacterales	3	0.015524000000000001
SV_621_Emcibacterales	1	0.577326
SV_622_Rhodobacterales	1	0.022982
SV_623_SAR11_clade	1	0.015369999999999998
SV_624_Flavobacteriales	1	0.18016
SV_625_Rhodobacterales	1	0.090193
SV_626_Bdellovibrionales	1	0.35125500000000004
SV_627_Rhodobacterales	1	0.086266
SV_628_Flavobacteriales	1	0.10012599999999999
SV_629_Campylobacterales	4	0.114926
SV_62_Flavobacteriales	1	0.042561
SV_630_Oceanospirillales	1	0.156105
SV_631_NA	10	0.647749
SV_632_Rhodobacterales	1	0.13724
SV_633_Bdellovibrionales	1	0.439046
SV_634_Sphingobacteriales	2	0.741784
SV_635_Rhodobacterales	1	0.06703200000000001
SV_636_Flavobacteriales	1	0.47916499999999995
SV_637_Rhodobacterales	1	0.057055999999999996
SV_638_Rhodobacterales	1	0.041797
SV_639_NA	1	1.140575
SV_63_Rhodobacterales	1	0.071939
SV_640_Chlamydiales	1	0.364426
SV_641_Rhodobacterales	1	0.047967
SV_642_Rhizobiales	5	0.000101
SV_643_Flavobacteriales	2	0.370402
SV_644_Rhodobacterales	1	0.041102
SV_645_Campylobacterales	4	0.11171600000000001
SV_646_Rhodobacterales	1	0.094235
SV_647_Rickettsiales	1	0.7238979999999999
SV_648_Bdellovibrionales	1	0.803611
SV_649_Oceanospirillales	1	0.658881
SV_64_Flavobacteriales	2	0.024942
SV_650_Rhodobacterales	2	0.10851400000000001
SV_651_Flavobacteriales	1	0.034699
SV_652_NA	10	29.395767
SV_653_Campylobacterales	4	0.28070900000000004
SV_654_Rhodospirillales	1	0.368174
SV_655_NA	1	1.214568
SV_656_Flavobacteriales	1	0.102809
SV_657_Rhodobacterales	1	0.122303
SV_658_Campylobacterales	4	0.113445
SV_659_Flavobacteriales	1	0.068853
SV_65_Rhodobacterales	1	0.030619999999999998
SV_660_Rhodobacterales	1	0.067525
SV_661_Rhodobacterales	1	0.061421
SV_662_Oceanospirillales	2	0.188668
SV_663_Flavobacteriales	1	0.11913800000000001
SV_664_Rhodobacterales	1	0.064943
SV_665_Rhodobacterales	1	0.11709100000000001
SV_666_Rhodobacterales	1	0.181581
SV_667_Rhodobacterales	1	0.057936
SV_668_Rhodobacterales	2	0.49365699999999996
SV_669_Rhodobacterales	1	0.10348900000000001
SV_66_SAR11_clade	1	0.00015
SV_670_Rhodobacterales	2	0.055552
SV_671_Rhodobacterales	1	0.097526
SV_672_NA	10	40.431663
SV_673_Rhodobacterales	1	0.048379000000000005
SV_674_Flavobacteriales	2	0.17214400000000002
SV_675_Rhodobacterales	1	0.03982
SV_676_Rhodobacterales	1	0.13724
SV_677_Flavobacteriales	1	0.49576499999999996
SV_678_Rhodobacterales	1	0.405947
SV_679_Rhodobacterales	1	0.059108
SV_67_Flavobacteriales	1	0.096438
SV_680_Rhodobacterales	1	0.4665
SV_681_Rhodobacterales	1	0.039252999999999996
SV_682_Micrococcales	1	0.350129
SV_683_Rhodobacterales	1	0.063911
SV_684_Rhizobiales	1	0.202195
